n,k,t,lambda,mu,lib_id,method,outcome,num_dpds
96,45,30,21,21,200,rrhc,heuristic_none,0
96,45,35,22,20,200,rrhc,heuristic_none,0
96,45,40,23,19,200,rrhc,heuristic_none,0
96,46,23,21,23,200,rrhc,heuristic_none,0
96,46,29,23,21,200,rrhc,heuristic_none,0
96,46,32,24,20,200,rrhc,heuristic_none,0
96,10,5,1,1,201,rrhc,heuristic_none,0
96,11,4,3,1,201,rrhc,heuristic_none,0
96,14,6,2,2,201,rrhc,heuristic_none,0
96,15,10,9,1,201,rrhc,heuristic_none,0
96,16,3,1,3,201,rrhc,heuristic_none,0
96,17,4,3,3,201,rrhc,heuristic_none,0
96,20,5,1,5,201,rrhc,heuristic_none,0
96,21,8,3,5,201,rrhc,heuristic_none,0
96,21,19,6,4,201,rrhc,heuristic_none,0
96,22,9,5,5,201,rrhc,heuristic_none,0
96,22,16,8,4,201,rrhc,found,1
96,25,10,5,7,201,rrhc,heuristic_none,0
96,25,15,2,8,201,rrhc,heuristic_none,0
96,26,11,7,7,201,rrhc,heuristic_none,0
96,26,20,4,8,201,rrhc,found,1
96,27,10,9,7,201,rrhc,heuristic_none,0
96,27,23,6,8,201,rrhc,heuristic_none,0
96,28,24,8,8,201,rrhc,heuristic_none,0
96,29,23,10,8,201,rrhc,heuristic_none,0
96,30,15,10,9,201,rrhc,heuristic_none,0
96,30,20,12,8,201,rrhc,found,1
96,34,23,10,13,201,rrhc,heuristic_none,0
96,35,20,19,9,201,rrhc,heuristic_none,0
96,35,25,24,6,201,rrhc,heuristic_none,0
96,36,15,11,15,201,rrhc,heuristic_none,0
96,37,18,13,15,201,rrhc,heuristic_none,0
96,38,19,15,15,201,rrhc,heuristic_none,0
96,39,18,17,15,201,rrhc,heuristic_none,0
96,40,20,12,20,201,rrhc,heuristic_none,0
96,40,30,20,14,201,rrhc,heuristic_none,0
96,40,35,13,19,201,rrhc,heuristic_none,0
96,41,27,14,20,201,rrhc,heuristic_none,0
96,42,21,15,21,201,rrhc,heuristic_none,0
96,42,32,16,20,201,rrhc,heuristic_none,0
96,43,26,17,21,201,rrhc,heuristic_none,0
96,43,35,18,20,201,rrhc,heuristic_none,0
96,44,22,18,22,201,rrhc,heuristic_none,0
96,44,29,19,21,201,rrhc,heuristic_none,0
96,45,25,20,22,201,rrhc,heuristic_none,0
96,45,30,21,21,201,rrhc,heuristic_none,0
96,45,35,22,20,201,rrhc,heuristic_none,0
96,45,40,23,19,201,rrhc,heuristic_none,0
96,46,23,21,23,201,rrhc,heuristic_none,0
96,46,29,23,21,201,rrhc,heuristic_none,0
96,46,32,24,20,201,rrhc,heuristic_none,0
96,10,5,1,1,202,rrhc,heuristic_none,0
96,11,4,3,1,202,rrhc,heuristic_none,0
96,14,6,2,2,202,rrhc,heuristic_none,0
96,15,10,9,1,202,rrhc,heuristic_none,0
96,16,3,1,3,202,rrhc,heuristic_none,0
96,17,4,3,3,202,rrhc,heuristic_none,0
96,20,5,1,5,202,rrhc,heuristic_none,0
96,21,8,3,5,202,rrhc,heuristic_none,0
96,21,19,6,4,202,rrhc,heuristic_none,0
96,22,9,5,5,202,rrhc,heuristic_none,0
96,22,16,8,4,202,rrhc,heuristic_none,0
96,25,10,5,7,202,rrhc,heuristic_none,0
96,25,15,2,8,202,rrhc,heuristic_none,0
96,26,11,7,7,202,rrhc,heuristic_none,0
96,26,20,4,8,202,rrhc,heuristic_none,0
96,27,10,9,7,202,rrhc,heuristic_none,0
96,27,23,6,8,202,rrhc,heuristic_none,0
96,28,24,8,8,202,rrhc,heuristic_none,0
96,29,23,10,8,202,rrhc,heuristic_none,0
96,30,15,10,9,202,rrhc,heuristic_none,0
96,30,20,12,8,202,rrhc,heuristic_none,0
96,34,23,10,13,202,rrhc,heuristic_none,0
96,35,20,19,9,202,rrhc,heuristic_none,0
96,35,25,24,6,202,rrhc,heuristic_none,0
96,36,15,11,15,202,rrhc,heuristic_none,0
96,37,18,13,15,202,rrhc,heuristic_none,0
96,38,19,15,15,202,rrhc,heuristic_none,0
96,39,18,17,15,202,rrhc,heuristic_none,0
96,40,20,12,20,202,rrhc,heuristic_none,0
96,40,30,20,14,202,rrhc,heuristic_none,0
96,40,35,13,19,202,rrhc,heuristic_none,0
96,41,27,14,20,202,rrhc,heuristic_none,0
96,42,21,15,21,202,rrhc,heuristic_none,0
96,42,32,16,20,202,rrhc,heuristic_none,0
96,43,26,17,21,202,rrhc,heuristic_none,0
96,43,35,18,20,202,rrhc,heuristic_none,0
96,44,22,18,22,202,rrhc,heuristic_none,0
96,44,29,19,21,202,rrhc,heuristic_none,0
96,45,25,20,22,202,rrhc,heuristic_none,0
96,45,30,21,21,202,rrhc,heuristic_none,0
96,45,35,22,20,202,rrhc,heuristic_none,0
96,45,40,23,19,202,rrhc,heuristic_none,0
96,46,23,21,23,202,rrhc,heuristic_none,0
96,46,29,23,21,202,rrhc,heuristic_none,0
96,46,32,24,20,202,rrhc,heuristic_none,0
96,10,5,1,1,203,rrhc,heuristic_none,0
96,11,4,3,1,203,rrhc,heuristic_none,0
96,14,6,2,2,203,rrhc,heuristic_none,0
96,15,10,9,1,203,rrhc,heuristic_none,0
96,16,3,1,3,203,rrhc,heuristic_none,0
96,17,4,3,3,203,rrhc,heuristic_none,0
96,20,5,1,5,203,rrhc,heuristic_none,0
96,21,8,3,5,203,rrhc,heuristic_none,0
96,21,19,6,4,203,rrhc,heuristic_none,0
96,22,9,5,5,203,rrhc,heuristic_none,0
96,22,16,8,4,203,rrhc,heuristic_none,0
96,25,10,5,7,203,rrhc,heuristic_none,0
96,25,15,2,8,203,rrhc,heuristic_none,0
96,26,11,7,7,203,rrhc,heuristic_none,0
96,26,20,4,8,203,rrhc,heuristic_none,0
96,27,10,9,7,203,rrhc,heuristic_none,0
96,27,23,6,8,203,rrhc,heuristic_none,0
96,28,24,8,8,203,rrhc,heuristic_none,0
96,29,23,10,8,203,rrhc,heuristic_none,0
96,30,15,10,9,203,rrhc,heuristic_none,0
96,30,20,12,8,203,rrhc,heuristic_none,0
96,34,23,10,13,203,rrhc,heuristic_none,0
96,35,20,19,9,203,rrhc,heuristic_none,0
96,35,25,24,6,203,rrhc,heuristic_none,0
96,36,15,11,15,203,rrhc,heuristic_none,0
96,37,18,13,15,203,rrhc,heuristic_none,0
96,38,19,15,15,203,rrhc,heuristic_none,0
96,39,18,17,15,203,rrhc,heuristic_none,0
96,40,20,12,20,203,rrhc,heuristic_none,0
96,40,30,20,14,203,rrhc,heuristic_none,0
96,40,35,13,19,203,rrhc,heuristic_none,0
96,41,27,14,20,203,rrhc,heuristic_none,0
96,42,21,15,21,203,rrhc,heuristic_none,0
96,42,32,16,20,203,rrhc,heuristic_none,0
96,43,26,17,21,203,rrhc,heuristic_none,0
96,43,35,18,20,203,rrhc,heuristic_none,0
96,44,22,18,22,203,rrhc,heuristic_none,0
96,44,29,19,21,203,rrhc,heuristic_none,0
96,45,25,20,22,203,rrhc,heuristic_none,0
96,45,30,21,21,203,rrhc,heuristic_none,0
96,45,35,22,20,203,rrhc,heuristic_none,0
96,45,40,23,19,203,rrhc,heuristic_none,0
96,46,23,21,23,203,rrhc,heuristic_none,0
96,46,29,23,21,203,rrhc,heuristic_none,0
96,46,32,24,20,203,rrhc,heuristic_none,0
96,10,5,1,1,204,rrhc,heuristic_none,0
96,11,4,3,1,204,rrhc,heuristic_none,0
96,14,6,2,2,204,rrhc,found,1
96,15,10,9,1,204,rrhc,heuristic_none,0
96,16,3,1,3,204,rrhc,heuristic_none,0
96,17,4,3,3,204,rrhc,heuristic_none,0
96,20,5,1,5,204,rrhc,heuristic_none,0
96,21,8,3,5,204,rrhc,heuristic_none,0
96,21,19,6,4,204,rrhc,heuristic_none,0
96,22,9,5,5,204,rrhc,heuristic_none,0
96,22,16,8,4,204,rrhc,found,1
96,25,10,5,7,204,rrhc,heuristic_none,0
96,25,15,2,8,204,rrhc,heuristic_none,0
96,26,11,7,7,204,rrhc,heuristic_none,0
96,26,20,4,8,204,rrhc,heuristic_none,0
96,27,10,9,7,204,rrhc,heuristic_none,0
96,27,23,6,8,204,rrhc,heuristic_none,0
96,28,24,8,8,204,rrhc,heuristic_none,0
96,29,23,10,8,204,rrhc,heuristic_none,0
96,30,15,10,9,204,rrhc,heuristic_none,0
96,34,23,10,13,204,rrhc,heuristic_none,0
96,35,20,19,9,204,rrhc,heuristic_none,0
96,35,25,24,6,204,rrhc,heuristic_none,0
96,36,15,11,15,204,rrhc,heuristic_none,0
96,37,18,13,15,204,rrhc,heuristic_none,0
96,38,19,15,15,204,rrhc,heuristic_none,0
96,39,18,17,15,204,rrhc,heuristic_none,0
96,40,20,12,20,204,rrhc,heuristic_none,0
96,40,30,20,14,204,rrhc,heuristic_none,0
96,40,35,13,19,204,rrhc,heuristic_none,0
96,41,27,14,20,204,rrhc,heuristic_none,0
96,42,21,15,21,204,rrhc,heuristic_none,0
96,42,32,16,20,204,rrhc,heuristic_none,0
96,43,26,17,21,204,rrhc,heuristic_none,0
96,43,35,18,20,204,rrhc,heuristic_none,0
96,44,22,18,22,204,rrhc,heuristic_none,0
96,44,29,19,21,204,rrhc,heuristic_none,0
96,45,25,20,22,204,rrhc,heuristic_none,0
96,45,30,21,21,204,rrhc,heuristic_none,0
96,45,35,22,20,204,rrhc,heuristic_none,0
96,45,40,23,19,204,rrhc,heuristic_none,0
96,46,23,21,23,204,rrhc,heuristic_none,0
96,46,29,23,21,204,rrhc,heuristic_none,0
96,46,32,24,20,204,rrhc,heuristic_none,0
96,10,5,1,1,205,rrhc,heuristic_none,0
96,11,4,3,1,205,rrhc,heuristic_none,0
96,14,6,2,2,205,rrhc,heuristic_none,0
96,15,10,9,1,205,rrhc,heuristic_none,0
96,16,3,1,3,205,rrhc,heuristic_none,0
96,17,4,3,3,205,rrhc,heuristic_none,0
96,20,5,1,5,205,rrhc,heuristic_none,0
96,21,8,3,5,205,rrhc,heuristic_none,0
96,21,19,6,4,205,rrhc,heuristic_none,0
96,22,9,5,5,205,rrhc,heuristic_none,0
96,22,16,8,4,205,rrhc,heuristic_none,0
96,25,10,5,7,205,rrhc,heuristic_none,0
96,25,15,2,8,205,rrhc,heuristic_none,0
96,26,11,7,7,205,rrhc,heuristic_none,0
96,26,20,4,8,205,rrhc,heuristic_none,0
96,27,10,9,7,205,rrhc,heuristic_none,0
96,27,23,6,8,205,rrhc,heuristic_none,0
96,28,24,8,8,205,rrhc,heuristic_none,0
96,29,23,10,8,205,rrhc,heuristic_none,0
96,30,15,10,9,205,rrhc,heuristic_none,0
96,30,20,12,8,205,rrhc,heuristic_none,0
96,34,23,10,13,205,rrhc,heuristic_none,0
96,35,20,19,9,205,rrhc,heuristic_none,0
96,35,25,24,6,205,rrhc,heuristic_none,0
96,36,15,11,15,205,rrhc,heuristic_none,0
96,37,18,13,15,205,rrhc,heuristic_none,0
96,38,19,15,15,205,rrhc,heuristic_none,0
96,39,18,17,15,205,rrhc,heuristic_none,0
96,40,20,12,20,205,rrhc,heuristic_none,0
96,40,30,20,14,205,rrhc,heuristic_none,0
96,40,35,13,19,205,rrhc,heuristic_none,0
96,41,27,14,20,205,rrhc,heuristic_none,0
96,42,21,15,21,205,rrhc,heuristic_none,0
96,42,32,16,20,205,rrhc,heuristic_none,0
96,43,26,17,21,205,rrhc,heuristic_none,0
96,43,35,18,20,205,rrhc,heuristic_none,0
96,44,22,18,22,205,rrhc,heuristic_none,0
96,44,29,19,21,205,rrhc,heuristic_none,0
96,45,25,20,22,205,rrhc,heuristic_none,0
96,45,30,21,21,205,rrhc,heuristic_none,0
96,45,35,22,20,205,rrhc,heuristic_none,0
96,45,40,23,19,205,rrhc,heuristic_none,0
96,46,23,21,23,205,rrhc,heuristic_none,0
96,46,29,23,21,205,rrhc,heuristic_none,0
96,46,32,24,20,205,rrhc,heuristic_none,0
96,10,5,1,1,206,rrhc,heuristic_none,0
96,11,4,3,1,206,rrhc,heuristic_none,0
96,14,6,2,2,206,rrhc,heuristic_none,0
96,15,10,9,1,206,rrhc,heuristic_none,0
96,16,3,1,3,206,rrhc,heuristic_none,0
96,17,4,3,3,206,rrhc,heuristic_none,0
96,20,5,1,5,206,rrhc,heuristic_none,0
96,21,8,3,5,206,rrhc,heuristic_none,0
96,21,19,6,4,206,rrhc,heuristic_none,0
96,22,9,5,5,206,rrhc,heuristic_none,0
96,22,16,8,4,206,rrhc,heuristic_none,0
96,25,10,5,7,206,rrhc,heuristic_none,0
96,25,15,2,8,206,rrhc,heuristic_none,0
96,26,11,7,7,206,rrhc,heuristic_none,0
96,26,20,4,8,206,rrhc,heuristic_none,0
96,27,10,9,7,206,rrhc,heuristic_none,0
96,27,23,6,8,206,rrhc,heuristic_none,0
96,28,24,8,8,206,rrhc,heuristic_none,0
96,29,23,10,8,206,rrhc,heuristic_none,0
96,30,15,10,9,206,rrhc,heuristic_none,0
96,30,20,12,8,206,rrhc,heuristic_none,0
96,34,23,10,13,206,rrhc,heuristic_none,0
96,35,20,19,9,206,rrhc,heuristic_none,0
96,35,25,24,6,206,rrhc,heuristic_none,0
96,36,15,11,15,206,rrhc,heuristic_none,0
96,37,18,13,15,206,rrhc,heuristic_none,0
96,38,19,15,15,206,rrhc,heuristic_none,0
96,39,18,17,15,206,rrhc,heuristic_none,0
96,40,20,12,20,206,rrhc,heuristic_none,0
96,40,30,20,14,206,rrhc,heuristic_none,0
96,40,35,13,19,206,rrhc,heuristic_none,0
96,41,27,14,20,206,rrhc,heuristic_none,0
96,42,21,15,21,206,rrhc,heuristic_none,0
96,42,32,16,20,206,rrhc,heuristic_none,0
96,43,26,17,21,206,rrhc,heuristic_none,0
96,43,35,18,20,206,rrhc,heuristic_none,0
96,44,22,18,22,206,rrhc,heuristic_none,0
96,44,29,19,21,206,rrhc,heuristic_none,0
96,45,25,20,22,206,rrhc,heuristic_none,0
96,45,30,21,21,206,rrhc,heuristic_none,0
96,45,35,22,20,206,rrhc,heuristic_none,0
96,45,40,23,19,206,rrhc,heuristic_none,0
96,46,23,21,23,206,rrhc,heuristic_none,0
96,46,29,23,21,206,rrhc,heuristic_none,0
96,46,32,24,20,206,rrhc,heuristic_none,0
96,10,5,1,1,207,rrhc,heuristic_none,0
96,11,4,3,1,207,rrhc,heuristic_none,0
96,14,6,2,2,207,rrhc,heuristic_none,0
96,15,10,9,1,207,rrhc,heuristic_none,0
96,16,3,1,3,207,rrhc,heuristic_none,0
96,17,4,3,3,207,rrhc,heuristic_none,0
96,20,5,1,5,207,rrhc,heuristic_none,0
96,21,8,3,5,207,rrhc,heuristic_none,0
96,21,19,6,4,207,rrhc,heuristic_none,0
96,22,9,5,5,207,rrhc,heuristic_none,0
96,22,16,8,4,207,rrhc,heuristic_none,0
96,25,10,5,7,207,rrhc,heuristic_none,0
96,25,15,2,8,207,rrhc,heuristic_none,0
96,26,11,7,7,207,rrhc,heuristic_none,0
96,26,20,4,8,207,rrhc,heuristic_none,0
96,27,10,9,7,207,rrhc,heuristic_none,0
96,27,23,6,8,207,rrhc,heuristic_none,0
96,28,24,8,8,207,rrhc,heuristic_none,0
96,29,23,10,8,207,rrhc,heuristic_none,0
96,30,15,10,9,207,rrhc,heuristic_none,0
96,30,20,12,8,207,rrhc,heuristic_none,0
96,34,23,10,13,207,rrhc,heuristic_none,0
96,35,20,19,9,207,rrhc,heuristic_none,0
96,35,25,24,6,207,rrhc,heuristic_none,0
96,36,15,11,15,207,rrhc,heuristic_none,0
96,37,18,13,15,207,rrhc,heuristic_none,0
96,38,19,15,15,207,rrhc,heuristic_none,0
96,39,18,17,15,207,rrhc,heuristic_none,0
96,40,20,12,20,207,rrhc,heuristic_none,0
96,40,30,20,14,207,rrhc,heuristic_none,0
96,40,35,13,19,207,rrhc,heuristic_none,0
96,41,27,14,20,207,rrhc,heuristic_none,0
96,42,21,15,21,207,rrhc,heuristic_none,0
96,42,32,16,20,207,rrhc,heuristic_none,0
96,43,26,17,21,207,rrhc,heuristic_none,0
96,43,35,18,20,207,rrhc,heuristic_none,0
96,44,22,18,22,207,rrhc,heuristic_none,0
96,44,29,19,21,207,rrhc,heuristic_none,0
96,45,25,20,22,207,rrhc,found,1
96,45,30,21,21,207,rrhc,heuristic_none,0
96,45,35,22,20,207,rrhc,heuristic_none,0
96,45,40,23,19,207,rrhc,heuristic_none,0
96,46,23,21,23,207,rrhc,heuristic_none,0
96,46,29,23,21,207,rrhc,heuristic_none,0
96,46,32,24,20,207,rrhc,heuristic_none,0
96,10,5,1,1,208,rrhc,heuristic_none,0
96,11,4,3,1,208,rrhc,heuristic_none,0
96,14,6,2,2,208,rrhc,heuristic_none,0
96,15,10,9,1,208,rrhc,heuristic_none,0
