n,k,t,lambda,mu,lib_id,method,outcome,num_dpds
48,22,14,10,10,6,ilp,timeout,0
48,22,17,11,9,6,ilp,infeasible_proof,0
48,23,12,11,11,6,ilp,found,1
48,23,13,12,10,6,ilp,timeout,0
48,23,14,13,9,6,ilp,found,1
48,23,15,14,8,6,ilp,timeout,0
48,23,17,16,6,6,ilp,timeout,0
48,7,2,1,1,7,exhaustive,empty_proof,0
48,9,5,0,2,7,exhaustive,empty_proof,0
48,10,6,2,2,7,exhaustive,empty_proof,0
48,11,5,4,2,7,exhaustive,empty_proof,0
48,12,4,0,4,7,exhaustive,empty_proof,0
48,13,7,2,4,7,exhaustive,empty_proof,0
48,14,8,4,4,7,exhaustive,empty_proof,0
48,15,5,4,5,7,exhaustive,empty_proof,0
48,15,7,6,4,7,ilp,timeout,0
48,16,6,4,6,7,ilp,timeout,0
48,16,8,0,8,7,ilp,found,1
48,17,7,6,6,7,ilp,timeout,0
48,17,12,11,3,7,ilp,infeasible_proof,0
48,18,9,3,9,7,ilp,infeasible_proof,0
48,19,13,8,7,7,ilp,infeasible_proof,0
48,19,14,5,9,7,ilp,infeasible_proof,0
48,20,10,6,10,7,ilp,timeout,0
48,20,17,7,9,7,ilp,infeasible_proof,0
48,21,13,8,10,7,ilp,timeout,0
48,21,18,9,9,7,ilp,infeasible_proof,0
48,22,11,9,11,7,ilp,infeasible_proof,0
48,22,14,10,10,7,ilp,timeout,0
48,22,17,11,9,7,ilp,infeasible_proof,0
48,23,12,11,11,7,ilp,found,1
48,23,13,12,10,7,ilp,found,1
48,23,14,13,9,7,ilp,found,1
48,23,15,14,8,7,ilp,timeout,0
48,23,17,16,6,7,ilp,found,1
48,7,2,1,1,8,exhaustive,empty_proof,0
48,9,5,0,2,8,exhaustive,empty_proof,0
48,10,6,2,2,8,exhaustive,empty_proof,0
48,11,5,4,2,8,exhaustive,empty_proof,0
48,12,4,0,4,8,exhaustive,empty_proof,0
48,13,7,2,4,8,exhaustive,empty_proof,0
48,14,8,4,4,8,exhaustive,empty_proof,0
48,15,5,4,5,8,exhaustive,empty_proof,0
48,15,7,6,4,8,ilp,timeout,0
48,16,6,4,6,8,ilp,timeout,0
48,16,8,0,8,8,ilp,found,1
48,17,7,6,6,8,ilp,timeout,0
48,17,12,11,3,8,ilp,infeasible_proof,0
48,18,9,3,9,8,ilp,infeasible_proof,0
48,19,13,8,7,8,ilp,infeasible_proof,0
48,19,14,5,9,8,ilp,infeasible_proof,0
48,20,10,6,10,8,ilp,timeout,0
48,20,17,7,9,8,ilp,infeasible_proof,0
48,21,13,8,10,8,ilp,infeasible_proof,0
48,21,18,9,9,8,ilp,infeasible_proof,0
48,22,11,9,11,8,ilp,infeasible_proof,0
48,22,14,10,10,8,ilp,infeasible_proof,0
48,22,17,11,9,8,ilp,infeasible_proof,0
48,23,12,11,11,8,ilp,infeasible_proof,0
48,23,13,12,10,8,ilp,timeout,0
48,23,14,13,9,8,ilp,infeasible_proof,0
48,23,15,14,8,8,ilp,timeout,0
48,23,17,16,6,8,ilp,found,1
48,7,2,1,1,9,exhaustive,empty_proof,0
48,9,5,0,2,9,exhaustive,empty_proof,0
48,10,6,2,2,9,exhaustive,empty_proof,0
48,11,5,4,2,9,exhaustive,empty_proof,0
48,12,4,0,4,9,exhaustive,empty_proof,0
48,13,7,2,4,9,exhaustive,empty_proof,0
48,14,8,4,4,9,exhaustive,empty_proof,0
48,15,5,4,5,9,exhaustive,empty_proof,0
48,15,7,6,4,9,ilp,timeout,0
48,16,6,4,6,9,ilp,timeout,0
48,16,8,0,8,9,ilp,found,1
48,17,7,6,6,9,ilp,timeout,0
48,17,12,11,3,9,ilp,infeasible_proof,0
48,18,9,3,9,9,ilp,infeasible_proof,0
48,19,13,8,7,9,ilp,infeasible_proof,0
48,19,14,5,9,9,ilp,infeasible_proof,0
48,20,10,6,10,9,ilp,timeout,0
48,20,17,7,9,9,ilp,infeasible_proof,0
48,21,13,8,10,9,ilp,timeout,0
48,21,18,9,9,9,ilp,infeasible_proof,0
48,22,11,9,11,9,ilp,infeasible_proof,0
48,22,14,10,10,9,ilp,timeout,0
48,22,17,11,9,9,ilp,infeasible_proof,0
48,23,12,11,11,9,ilp,infeasible_proof,0
48,23,13,12,10,9,ilp,timeout,0
48,23,14,13,9,9,ilp,infeasible_proof,0
48,23,15,14,8,9,ilp,timeout,0
48,23,17,16,6,9,ilp,timeout,0
48,7,2,1,1,10,exhaustive,empty_proof,0
48,9,5,0,2,10,exhaustive,empty_proof,0
48,10,6,2,2,10,exhaustive,empty_proof,0
48,11,5,4,2,10,exhaustive,empty_proof,0
48,12,4,0,4,10,exhaustive,empty_proof,0
48,13,7,2,4,10,exhaustive,empty_proof,0
48,14,8,4,4,10,exhaustive,empty_proof,0
48,15,5,4,5,10,exhaustive,empty_proof,0
48,15,7,6,4,10,ilp,timeout,0
48,16,6,4,6,10,ilp,timeout,0
48,16,8,0,8,10,ilp,found,1
48,17,7,6,6,10,ilp,timeout,0
48,17,12,11,3,10,ilp,infeasible_proof,0
48,18,9,3,9,10,ilp,infeasible_proof,0
48,19,13,8,7,10,ilp,infeasible_proof,0
48,19,14,5,9,10,ilp,infeasible_proof,0
48,20,10,6,10,10,ilp,timeout,0
48,20,17,7,9,10,ilp,infeasible_proof,0
48,21,13,8,10,10,ilp,timeout,0
48,21,18,9,9,10,ilp,infeasible_proof,0
48,22,11,9,11,10,ilp,infeasible_proof,0
48,22,14,10,10,10,ilp,timeout,0
48,22,17,11,9,10,ilp,infeasible_proof,0
48,23,12,11,11,10,ilp,timeout,0
48,23,13,12,10,10,ilp,timeout,0
48,23,14,13,9,10,ilp,infeasible_proof,0
48,23,15,14,8,10,ilp,timeout,0
48,23,17,16,6,10,ilp,timeout,0
48,7,2,1,1,11,exhaustive,empty_proof,0
48,9,5,0,2,11,exhaustive,empty_proof,0
48,10,6,2,2,11,exhaustive,empty_proof,0
48,11,5,4,2,11,exhaustive,empty_proof,0
48,12,4,0,4,11,exhaustive,empty_proof,0
48,13,7,2,4,11,exhaustive,empty_proof,0
48,14,8,4,4,11,exhaustive,empty_proof,0
48,15,5,4,5,11,exhaustive,empty_proof,0
48,15,7,6,4,11,ilp,timeout,0
48,16,6,4,6,11,ilp,timeout,0
48,16,8,0,8,11,ilp,found,1
48,17,7,6,6,11,ilp,timeout,0
48,17,12,11,3,11,ilp,infeasible_proof,0
48,18,9,3,9,11,ilp,infeasible_proof,0
48,19,13,8,7,11,ilp,infeasible_proof,0
48,19,14,5,9,11,ilp,infeasible_proof,0
48,20,10,6,10,11,ilp,timeout,0
48,20,17,7,9,11,ilp,infeasible_proof,0
48,21,13,8,10,11,ilp,timeout,0
48,21,18,9,9,11,ilp,infeasible_proof,0
48,22,11,9,11,11,ilp,infeasible_proof,0
48,22,14,10,10,11,ilp,timeout,0
48,22,17,11,9,11,ilp,infeasible_proof,0
48,23,12,11,11,11,ilp,infeasible_proof,0
48,23,13,12,10,11,ilp,timeout,0
48,23,14,13,9,11,ilp,infeasible_proof,0
48,23,15,14,8,11,ilp,timeout,0
48,23,17,16,6,11,ilp,timeout,0
48,7,2,1,1,12,exhaustive,empty_proof,0
48,9,5,0,2,12,exhaustive,empty_proof,0
48,10,6,2,2,12,exhaustive,empty_proof,0
48,11,5,4,2,12,exhaustive,empty_proof,0
48,12,4,0,4,12,exhaustive,empty_proof,0
48,13,7,2,4,12,exhaustive,empty_proof,0
48,14,8,4,4,12,exhaustive,empty_proof,0
48,15,5,4,5,12,exhaustive,empty_proof,0
48,15,7,6,4,12,ilp,timeout,0
48,16,6,4,6,12,ilp,timeout,0
48,16,8,0,8,12,ilp,found,1
48,17,7,6,6,12,ilp,timeout,0
48,17,12,11,3,12,ilp,infeasible_proof,0
48,18,9,3,9,12,ilp,infeasible_proof,0
48,19,13,8,7,12,ilp,infeasible_proof,0
48,19,14,5,9,12,ilp,infeasible_proof,0
48,20,10,6,10,12,ilp,timeout,0
48,20,17,7,9,12,ilp,infeasible_proof,0
48,21,13,8,10,12,ilp,timeout,0
48,21,18,9,9,12,ilp,infeasible_proof,0
48,22,11,9,11,12,ilp,infeasible_proof,0
48,22,14,10,10,12,ilp,timeout,0
48,22,17,11,9,12,ilp,infeasible_proof,0
48,23,12,11,11,12,ilp,infeasible_proof,0
48,23,13,12,10,12,ilp,timeout,0
48,23,14,13,9,12,ilp,infeasible_proof,0
48,23,15,14,8,12,ilp,timeout,0
48,23,17,16,6,12,ilp,timeout,0
48,7,2,1,1,13,exhaustive,empty_proof,0
48,9,5,0,2,13,exhaustive,empty_proof,0
48,10,6,2,2,13,exhaustive,empty_proof,0
48,11,5,4,2,13,exhaustive,empty_proof,0
48,12,4,0,4,13,exhaustive,empty_proof,0
48,13,7,2,4,13,exhaustive,empty_proof,0
48,14,8,4,4,13,exhaustive,empty_proof,0
48,15,5,4,5,13,exhaustive,empty_proof,0
48,15,7,6,4,13,ilp,timeout,0
48,16,6,4,6,13,ilp,timeout,0
48,16,8,0,8,13,ilp,found,1
48,17,7,6,6,13,ilp,timeout,0
48,17,12,11,3,13,ilp,infeasible_proof,0
48,18,9,3,9,13,ilp,infeasible_proof,0
48,19,13,8,7,13,ilp,infeasible_proof,0
48,19,14,5,9,13,ilp,infeasible_proof,0
48,20,10,6,10,13,ilp,timeout,0
48,20,17,7,9,13,ilp,infeasible_proof,0
48,21,13,8,10,13,ilp,timeout,0
48,21,18,9,9,13,ilp,infeasible_proof,0
48,22,11,9,11,13,ilp,infeasible_proof,0
48,22,14,10,10,13,ilp,timeout,0
48,22,17,11,9,13,ilp,infeasible_proof,0
48,23,12,11,11,13,ilp,infeasible_proof,0
48,23,13,12,10,13,ilp,timeout,0
48,23,14,13,9,13,ilp,infeasible_proof,0
48,23,15,14,8,13,ilp,timeout,0
48,23,17,16,6,13,ilp,found,1
48,7,2,1,1,14,exhaustive,empty_proof,0
48,9,5,0,2,14,exhaustive,empty_proof,0
48,10,6,2,2,14,exhaustive,empty_proof,0
48,11,5,4,2,14,exhaustive,empty_proof,0
48,12,4,0,4,14,exhaustive,empty_proof,0
48,13,7,2,4,14,exhaustive,empty_proof,0
48,14,8,4,4,14,exhaustive,empty_proof,0
48,15,5,4,5,14,exhaustive,empty_proof,0
48,15,7,6,4,14,ilp,timeout,0
48,16,6,4,6,14,ilp,timeout,0
48,16,8,0,8,14,ilp,found,1
48,17,7,6,6,14,ilp,timeout,0
48,17,12,11,3,14,ilp,infeasible_proof,0
48,18,9,3,9,14,ilp,infeasible_proof,0
48,19,13,8,7,14,ilp,infeasible_proof,0
48,19,14,5,9,14,ilp,infeasible_proof,0
48,20,10,6,10,14,ilp,timeout,0
48,20,17,7,9,14,ilp,infeasible_proof,0
48,21,13,8,10,14,ilp,timeout,0
48,21,18,9,9,14,ilp,infeasible_proof,0
48,22,11,9,11,14,ilp,infeasible_proof,0
48,22,14,10,10,14,ilp,timeout,0
48,22,17,11,9,14,ilp,infeasible_proof,0
48,23,12,11,11,14,ilp,infeasible_proof,0
48,23,13,12,10,14,ilp,timeout,0
48,23,14,13,9,14,ilp,infeasible_proof,0
48,23,15,14,8,14,ilp,timeout,0
48,23,17,16,6,14,ilp,timeout,0
48,7,2,1,1,15,exhaustive,empty_proof,0
48,9,5,0,2,15,exhaustive,empty_proof,0
48,10,6,2,2,15,exhaustive,empty_proof,0
48,11,5,4,2,15,exhaustive,empty_proof,0
48,12,4,0,4,15,exhaustive,empty_proof,0
48,13,7,2,4,15,exhaustive,empty_proof,0
48,14,8,4,4,15,exhaustive,empty_proof,0
48,15,5,4,5,15,exhaustive,empty_proof,0
48,15,7,6,4,15,ilp,timeout,0
48,16,6,4,6,15,ilp,timeout,0
48,16,8,0,8,15,ilp,found,1
48,17,7,6,6,15,ilp,timeout,0
48,17,12,11,3,15,ilp,infeasible_proof,0
48,18,9,3,9,15,ilp,infeasible_proof,0
48,19,13,8,7,15,ilp,infeasible_proof,0
48,19,14,5,9,15,ilp,infeasible_proof,0
48,20,10,6,10,15,ilp,timeout,0
48,20,17,7,9,15,ilp,infeasible_proof,0
48,21,13,8,10,15,ilp,timeout,0
48,21,18,9,9,15,ilp,infeasible_proof,0
48,22,11,9,11,15,ilp,infeasible_proof,0
48,22,14,10,10,15,ilp,timeout,0
48,22,17,11,9,15,ilp,infeasible_proof,0
48,23,12,11,11,15,ilp,found,1
48,23,13,12,10,15,ilp,timeout,0
48,23,14,13,9,15,ilp,found,1
48,23,15,14,8,15,ilp,timeout,0
48,23,17,16,6,15,ilp,timeout,0
48,7,2,1,1,16,exhaustive,empty_proof,0
48,9,5,0,2,16,exhaustive,empty_proof,0
48,10,6,2,2,16,exhaustive,empty_proof,0
48,11,5,4,2,16,exhaustive,empty_proof,0
48,12,4,0,4,16,exhaustive,empty_proof,0
48,13,7,2,4,16,exhaustive,empty_proof,0
48,14,8,4,4,16,exhaustive,empty_proof,0
48,15,5,4,5,16,exhaustive,empty_proof,0
48,15,7,6,4,16,ilp,timeout,0
48,16,6,4,6,16,ilp,timeout,0
48,16,8,0,8,16,ilp,found,1
48,17,7,6,6,16,ilp,timeout,0
48,17,12,11,3,16,ilp,infeasible_proof,0
48,18,9,3,9,16,ilp,infeasible_proof,0
48,19,13,8,7,16,ilp,infeasible_proof,0
48,19,14,5,9,16,ilp,infeasible_proof,0
48,20,10,6,10,16,ilp,timeout,0
48,20,17,7,9,16,ilp,infeasible_proof,0
48,21,13,8,10,16,ilp,timeout,0
48,21,18,9,9,16,ilp,infeasible_proof,0
48,22,11,9,11,16,ilp,infeasible_proof,0
48,22,14,10,10,16,ilp,timeout,0
48,22,17,11,9,16,ilp,infeasible_proof,0
48,23,12,11,11,16,ilp,found,1
48,23,13,12,10,16,ilp,timeout,0
48,23,14,13,9,16,ilp,found,1
48,23,15,14,8,16,ilp,timeout,0
48,23,17,16,6,16,ilp,timeout,0
48,7,2,1,1,17,exhaustive,empty_proof,0
48,9,5,0,2,17,exhaustive,empty_proof,0
48,10,6,2,2,17,exhaustive,empty_proof,0
48,11,5,4,2,17,exhaustive,empty_proof,0
48,12,4,0,4,17,exhaustive,empty_proof,0
48,13,7,2,4,17,exhaustive,empty_proof,0
48,14,8,4,4,17,exhaustive,empty_proof,0
48,15,5,4,5,17,exhaustive,empty_proof,0
48,15,7,6,4,17,ilp,timeout,0
48,16,6,4,6,17,ilp,timeout,0
48,16,8,0,8,17,ilp,found,1
48,17,7,6,6,17,ilp,timeout,0
48,17,12,11,3,17,ilp,infeasible_proof,0
48,18,9,3,9,17,ilp,infeasible_proof,0
48,19,13,8,7,17,ilp,infeasible_proof,0
48,19,14,5,9,17,ilp,infeasible_proof,0
48,20,10,6,10,17,ilp,timeout,0
48,20,17,7,9,17,ilp,infeasible_proof,0
48,21,13,8,10,17,ilp,timeout,0
48,21,18,9,9,17,ilp,infeasible_proof,0
48,22,11,9,11,17,ilp,infeasible_proof,0
48,22,14,10,10,17,ilp,timeout,0
48,22,17,11,9,17,ilp,infeasible_proof,0
48,23,12,11,11,17,ilp,found,1
48,23,13,12,10,17,ilp,timeout,0
48,23,14,13,9,17,ilp,found,1
48,23,15,14,8,17,ilp,timeout,0
48,23,17,16,6,17,ilp,timeout,0
48,7,2,1,1,18,exhaustive,empty_proof,0
48,9,5,0,2,18,exhaustive,empty_proof,0
48,10,6,2,2,18,exhaustive,empty_proof,0
48,11,5,4,2,18,exhaustive,empty_proof,0
48,12,4,0,4,18,exhaustive,empty_proof,0
48,13,7,2,4,18,exhaustive,empty_proof,0
48,14,8,4,4,18,exhaustive,empty_proof,0
48,15,5,4,5,18,exhaustive,empty_proof,0
48,15,7,6,4,18,ilp,timeout,0
48,16,6,4,6,18,ilp,timeout,0
48,16,8,0,8,18,ilp,found,1
48,17,7,6,6,18,ilp,timeout,0
48,17,12,11,3,18,ilp,infeasible_proof,0
48,18,9,3,9,18,ilp,infeasible_proof,0
48,19,13,8,7,18,ilp,infeasible_proof,0
48,19,14,5,9,18,ilp,infeasible_proof,0
48,20,10,6,10,18,ilp,timeout,0
48,20,17,7,9,18,ilp,infeasible_proof,0
48,21,13,8,10,18,ilp,timeout,0
48,21,18,9,9,18,ilp,infeasible_proof,0
48,22,11,9,11,18,ilp,infeasible_proof,0
48,22,14,10,10,18,ilp,timeout,0
48,22,17,11,9,18,ilp,infeasible_proof,0
48,23,12,11,11,18,ilp,infeasible_proof,0
48,23,13,12,10,18,ilp,timeout,0
48,23,14,13,9,18,ilp,infeasible_proof,0
48,23,15,14,8,18,ilp,timeout,0
48,23,17,16,6,18,ilp,timeout,0
48,7,2,1,1,19,exhaustive,empty_proof,0
48,9,5,0,2,19,exhaustive,empty_proof,0
48,10,6,2,2,19,exhaustive,empty_proof,0
48,11,5,4,2,19,exhaustive,empty_proof,0
48,12,4,0,4,19,exhaustive,empty_proof,0
48,13,7,2,4,19,exhaustive,empty_proof,0
48,14,8,4,4,19,exhaustive,empty_proof,0
48,15,5,4,5,19,exhaustive,empty_proof,0
48,15,5,4,5,19,ilp,infeasible_proof,0
48,15,7,6,4,19,ilp,timeout,0
48,16,6,4,6,19,ilp,timeout,0
48,16,8,0,8,19,ilp,found,1
48,17,7,6,6,19,ilp,timeout,0
48,17,12,11,3,19,ilp,infeasible_proof,0
48,18,9,3,9,19,ilp,infeasible_proof,0
48,19,13,8,7,19,ilp,infeasible_proof,0
48,19,14,5,9,19,ilp,infeasible_proof,0
48,20,10,6,10,19,ilp,timeout,0
48,20,17,7,9,19,ilp,infeasible_proof,0
48,21,13,8,10,19,ilp,timeout,0
48,21,18,9,9,19,ilp,infeasible_proof,0
48,22,11,9,11,19,ilp,infeasible_proof,0
48,22,14,10,10,19,ilp,timeout,0
48,22,17,11,9,19,ilp,infeasible_proof,0
48,23,12,11,11,19,ilp,infeasible_proof,0
48,23,13,12,10,19,ilp,timeout,0
48,23,14,13,9,19,ilp,infeasible_proof,0
48,23,15,14,8,19,ilp,timeout,0
48,23,17,16,6,19,ilp,found,1
48,7,2,1,1,21,exhaustive,empty_proof,0
48,9,5,0,2,21,exhaustive,empty_proof,0
48,10,6,2,2,21,exhaustive,empty_proof,0
48,11,5,4,2,21,exhaustive,empty_proof,0
48,12,4,0,4,21,exhaustive,empty_proof,0
48,13,7,2,4,21,exhaustive,empty_proof,0
48,14,8,4,4,21,exhaustive,empty_proof,0
48,15,5,4,5,21,exhaustive,empty_proof,0
48,15,5,4,5,21,ilp,infeasible_proof,0
48,15,7,6,4,21,ilp,timeout,0
48,16,6,4,6,21,ilp,timeout,0
48,16,8,0,8,21,ilp,timeout,0
48,17,7,6,6,21,ilp,timeout,0
48,17,12,11,3,21,ilp,infeasible_proof,0
48,18,9,3,9,21,ilp,infeasible_proof,0
48,19,13,8,7,21,ilp,infeasible_proof,0
48,19,14,5,9,21,ilp,infeasible_proof,0
48,20,10,6,10,21,ilp,timeout,0
48,20,17,7,9,21,ilp,infeasible_proof,0
48,21,13,8,10,21,ilp,timeout,0
48,21,18,9,9,21,ilp,infeasible_proof,0
48,22,11,9,11,21,ilp,infeasible_proof,0
48,22,14,10,10,21,ilp,timeout,0
48,22,17,11,9,21,ilp,infeasible_proof,0
48,23,12,11,11,21,ilp,infeasible_proof,0
48,23,13,12,10,21,ilp,timeout,0
48,23,14,13,9,21,ilp,infeasible_proof,0
48,23,15,14,8,21,ilp,timeout,0
48,23,17,16,6,21,ilp,timeout,0
48,7,2,1,1,22,exhaustive,empty_proof,0
48,9,5,0,2,22,exhaustive,empty_proof,0
48,10,6,2,2,22,exhaustive,empty_proof,0
48,11,5,4,2,22,exhaustive,empty_proof,0
48,12,4,0,4,22,exhaustive,empty_proof,0
48,13,7,2,4,22,exhaustive,empty_proof,0
48,14,8,4,4,22,exhaustive,empty_proof,0
48,15,5,4,5,22,exhaustive,empty_proof,0
48,15,5,4,5,22,ilp,infeasible_proof,0
48,15,7,6,4,22,ilp,timeout,0
48,16,6,4,6,22,ilp,timeout,0
48,16,8,0,8,22,ilp,timeout,0
48,17,7,6,6,22,ilp,timeout,0
48,17,12,11,3,22,ilp,infeasible_proof,0
48,18,9,3,9,22,ilp,infeasible_proof,0
48,19,13,8,7,22,ilp,infeasible_proof,0
48,19,14,5,9,22,ilp,infeasible_proof,0
48,20,10,6,10,22,ilp,timeout,0
48,20,17,7,9,22,ilp,infeasible_proof,0
48,21,13,8,10,22,ilp,timeout,0
48,21,18,9,9,22,ilp,infeasible_proof,0
48,22,11,9,11,22,ilp,infeasible_proof,0
48,22,14,10,10,22,ilp,timeout,0
48,22,17,11,9,22,ilp,infeasible_proof,0
48,23,12,11,11,22,ilp,infeasible_proof,0
48,23,13,12,10,22,ilp,timeout,0
48,23,14,13,9,22,ilp,infeasible_proof,0
48,23,15,14,8,22,ilp,timeout,0
48,23,17,16,6,22,ilp,timeout,0
48,7,2,1,1,24,exhaustive,empty_proof,0
48,9,5,0,2,24,exhaustive,empty_proof,0
48,10,6,2,2,24,exhaustive,empty_proof,0
48,11,5,4,2,24,exhaustive,empty_proof,0
48,12,4,0,4,24,exhaustive,empty_proof,0
48,13,7,2,4,24,exhaustive,empty_proof,0
48,14,8,4,4,24,exhaustive,empty_proof,0
48,15,5,4,5,24,exhaustive,empty_proof,0
48,15,5,4,5,24,ilp,infeasible_proof,0
48,15,7,6,4,24,ilp,timeout,0
48,16,6,4,6,24,ilp,timeout,0
48,16,8,0,8,24,ilp,timeout,0
48,17,7,6,6,24,ilp,timeout,0
48,17,12,11,3,24,ilp,infeasible_proof,0
48,18,9,3,9,24,ilp,infeasible_proof,0
48,19,13,8,7,24,ilp,infeasible_proof,0
48,19,14,5,9,24,ilp,infeasible_proof,0
48,20,10,6,10,24,ilp,timeout,0
48,20,17,7,9,24,ilp,infeasible_proof,0
48,21,13,8,10,24,ilp,timeout,0
48,21,18,9,9,24,ilp,infeasible_proof,0
48,22,11,9,11,24,ilp,infeasible_proof,0
48,22,14,10,10,24,ilp,timeout,0
48,22,17,11,9,24,ilp,infeasible_proof,0
48,23,12,11,11,24,ilp,timeout,0
48,23,13,12,10,24,ilp,timeout,0
48,23,14,13,9,24,ilp,infeasible_proof,0
48,23,15,14,8,24,ilp,timeout,0
48,23,17,16,6,24,ilp,timeout,0
48,7,2,1,1,25,exhaustive,empty_proof,0
48,9,5,0,2,25,exhaustive,empty_proof,0
48,10,6,2,2,25,exhaustive,empty_proof,0
48,11,5,4,2,25,exhaustive,empty_proof,0
48,12,4,0,4,25,exhaustive,empty_proof,0
48,13,7,2,4,25,exhaustive,empty_proof,0
48,14,8,4,4,25,exhaustive,empty_proof,0
48,15,5,4,5,25,exhaustive,empty_proof,0
48,15,5,4,5,25,ilp,infeasible_proof,0
48,15,7,6,4,25,ilp,timeout,0
48,16,6,4,6,25,ilp,timeout,0
48,16,8,0,8,25,ilp,infeasible_proof,0
48,17,7,6,6,25,ilp,timeout,0
48,17,12,11,3,25,ilp,infeasible_proof,0
48,18,9,3,9,25,ilp,infeasible_proof,0
48,19,13,8,7,25,ilp,infeasible_proof,0
48,19,14,5,9,25,ilp,infeasible_proof,0
48,20,10,6,10,25,ilp,timeout,0
48,20,17,7,9,25,ilp,infeasible_proof,0
48,21,13,8,10,25,ilp,timeout,0
48,21,18,9,9,25,ilp,infeasible_proof,0
48,22,11,9,11,25,ilp,infeasible_proof,0
48,22,14,10,10,25,ilp,timeout,0
48,22,17,11,9,25,ilp,infeasible_proof,0
48,23,12,11,11,25,ilp,infeasible_proof,0
48,23,13,12,10,25,ilp,timeout,0
48,23,14,13,9,25,ilp,found,1
48,23,15,14,8,25,ilp,timeout,0
48,23,17,16,6,25,ilp,found,1
48,7,2,1,1,26,exhaustive,empty_proof,0
48,9,5,0,2,26,exhaustive,empty_proof,0
48,10,6,2,2,26,exhaustive,empty_proof,0
48,11,5,4,2,26,exhaustive,empty_proof,0
48,12,4,0,4,26,exhaustive,empty_proof,0
48,13,7,2,4,26,exhaustive,empty_proof,0
48,14,8,4,4,26,exhaustive,empty_proof,0
48,15,5,4,5,26,exhaustive,empty_proof,0
48,15,5,4,5,26,ilp,infeasible_proof,0
48,15,7,6,4,26,ilp,timeout,0
48,16,6,4,6,26,ilp,timeout,0
48,16,8,0,8,26,ilp,timeout,0
48,17,7,6,6,26,ilp,timeout,0
48,17,12,11,3,26,ilp,infeasible_proof,0
48,18,9,3,9,26,ilp,infeasible_proof,0
48,19,13,8,7,26,ilp,infeasible_proof,0
48,19,14,5,9,26,ilp,infeasible_proof,0
48,20,10,6,10,26,ilp,timeout,0
48,20,17,7,9,26,ilp,infeasible_proof,0
48,21,13,8,10,26,ilp,timeout,0
48,21,18,9,9,26,ilp,infeasible_proof,0
48,22,11,9,11,26,ilp,infeasible_proof,0
48,22,14,10,10,26,ilp,timeout,0
48,22,17,11,9,26,ilp,infeasible_proof,0
48,23,12,11,11,26,ilp,timeout,0
48,23,13,12,10,26,ilp,timeout,0
48,23,14,13,9,26,ilp,found,1
48,23,15,14,8,26,ilp,timeout,0
48,23,17,16,6,26,ilp,timeout,0
48,7,2,1,1,27,exhaustive,empty_proof,0
48,9,5,0,2,27,exhaustive,empty_proof,0
48,10,6,2,2,27,exhaustive,empty_proof,0
48,11,5,4,2,27,exhaustive,empty_proof,0
48,12,4,0,4,27,exhaustive,empty_proof,0
48,13,7,2,4,27,exhaustive,empty_proof,0
48,14,8,4,4,27,exhaustive,empty_proof,0
48,15,5,4,5,27,exhaustive,empty_proof,0
48,15,5,4,5,27,ilp,infeasible_proof,0
48,15,7,6,4,27,ilp,timeout,0
48,16,6,4,6,27,ilp,timeout,0
48,16,8,0,8,27,ilp,infeasible_proof,0
48,17,7,6,6,27,ilp,timeout,0
48,17,12,11,3,27,ilp,infeasible_proof,0
48,18,9,3,9,27,ilp,infeasible_proof,0
48,19,13,8,7,27,ilp,infeasible_proof,0
48,19,14,5,9,27,ilp,infeasible_proof,0
48,20,10,6,10,27,ilp,timeout,0
48,20,17,7,9,27,ilp,infeasible_proof,0
48,21,13,8,10,27,ilp,timeout,0
48,21,18,9,9,27,ilp,infeasible_proof,0
48,22,11,9,11,27,ilp,infeasible_proof,0
48,22,14,10,10,27,ilp,timeout,0
48,22,17,11,9,27,ilp,infeasible_proof,0
48,23,12,11,11,27,ilp,infeasible_proof,0
48,23,13,12,10,27,ilp,timeout,0
48,23,14,13,9,27,ilp,infeasible_proof,0
48,23,15,14,8,27,ilp,timeout,0
48,23,17,16,6,27,ilp,timeout,0
48,7,2,1,1,28,exhaustive,empty_proof,0
48,9,5,0,2,28,exhaustive,empty_proof,0
48,10,6,2,2,28,exhaustive,empty_proof,0
48,11,5,4,2,28,exhaustive,found,96
48,12,4,0,4,28,exhaustive,found,12
48,13,7,2,4,28,exhaustive,empty_proof,0
48,14,8,4,4,28,exhaustive,empty_proof,0
48,15,5,4,5,28,exhaustive,empty_proof,0
48,15,5,4,5,28,ilp,infeasible_proof,0
48,15,7,6,4,28,ilp,timeout,0
48,16,6,4,6,28,ilp,timeout,0
48,16,8,0,8,28,ilp,found,1
48,17,7,6,6,28,ilp,timeout,0
48,17,12,11,3,28,ilp,infeasible_proof,0
48,18,9,3,9,28,ilp,infeasible_proof,0
48,19,13,8,7,28,ilp,infeasible_proof,0
48,19,14,5,9,28,ilp,infeasible_proof,0
48,20,10,6,10,28,ilp,timeout,0
48,20,17,7,9,28,ilp,infeasible_proof,0
48,21,13,8,10,28,ilp,timeout,0
48,21,18,9,9,28,ilp,infeasible_proof,0
48,22,11,9,11,28,ilp,infeasible_proof,0
48,22,14,10,10,28,ilp,timeout,0
48,22,17,11,9,28,ilp,infeasible_proof,0
48,23,12,11,11,28,ilp,infeasible_proof,0
48,23,13,12,10,28,ilp,timeout,0
